"counts","number of items in equivalence class","isoforms in equivalence class"
2,2,"ENST00000530413,ENST00000531407"
1,3,"ENST00000530413,ENST00000531413,ENST00000532134"
5,1,"ENST00000530414"
1,1,"ENST00000530419"
1,2,"ENST00000530419,ENST00000531632"
12,1,"ENST00000530425"
1,2,"ENST00000530425,ENST00000531700"
438,1,"ENST00000530428"
24,1,"ENST00000530436"
1,1,"ENST00000530438"
11,1,"ENST00000530439"
3,2,"ENST00000530439,ENST00000534464"
56,1,"ENST00000530440"
57,1,"ENST00000530446"
1,2,"ENST00000530446,ENST00000534681"
7,1,"ENST00000530452"
2,1,"ENST00000530454"
1,3,"ENST00000530454,ENST00000530608,ENST00000680467"
1,2,"ENST00000530454,ENST00000680467"
613,1,"ENST00000530457"
11,2,"ENST00000530457,ENST00000532256"
12,3,"ENST00000530457,ENST00000532256,ENST00000533068"
7,2,"ENST00000530457,ENST00000533068"
1,2,"ENST00000530457,ENST00000555531"
2,1,"ENST00000530460"
6,3,"ENST00000530460,ENST00000607673,ENST00000663165"
1,3,"ENST00000530460,ENST00000662483,ENST00000663165"
10,1,"ENST00000530462"
56,1,"ENST00000530463"
37,1,"ENST00000530467"
1,2,"ENST00000530467,ENST00000652093"
7,1,"ENST00000530471"
176,1,"ENST00000530473"
1,4,"ENST00000530473,ENST00000531968,ENST00000532519,ENST00000534233"
18,9,"ENST00000530473,ENST00000532519,ENST00000534233,ENST00000543287,ENST00000612687,ENST00000614711,ENST00000617285,ENST00000621959,ENST00000652093"
664,8,"ENST00000530473,ENST00000532519,ENST00000543287,ENST00000612687,ENST00000614711,ENST00000617285,ENST00000621959,ENST00000652093"
52,6,"ENST00000530473,ENST00000532519,ENST00000543287,ENST00000614711,ENST00000617285,ENST00000652093"
58,5,"ENST00000530473,ENST00000532519,ENST00000614711,ENST00000617285,ENST00000652093"
1,2,"ENST00000530473,ENST00000610597"
3,2,"ENST00000530488,ENST00000532200"
2,1,"ENST00000530489"
1,2,"ENST00000530489,ENST00000531066"
1,1,"ENST00000530494"
88,1,"ENST00000530496"
29,1,"ENST00000530500"
12,1,"ENST00000530502"
218,1,"ENST00000530504"
16,1,"ENST00000530506"
8,2,"ENST00000530506,ENST00000530541"
7,1,"ENST00000530511"
7,1,"ENST00000530518"
2,2,"ENST00000530518,ENST00000621158"
25,1,"ENST00000530527"
3,3,"ENST00000530527,ENST00000533773,ENST00000646648"
20,1,"ENST00000530529"
8,1,"ENST00000530541"
3,1,"ENST00000530542"
13,1,"ENST00000530546"
1,1,"ENST00000530554"
1,1,"ENST00000530556"
551,1,"ENST00000530561"
1,3,"ENST00000530561,ENST00000533211,ENST00000693022"
10,1,"ENST00000530562"
1,2,"ENST00000530562,ENST00000531852"
178,1,"ENST00000530584"
1,2,"ENST00000530584,ENST00000532830"
3,3,"ENST00000530584,ENST00000532830,ENST00000543494"
4,2,"ENST00000530584,ENST00000543494"
78,1,"ENST00000530587"
4,2,"ENST00000530587,ENST00000531959"
3,3,"ENST00000530587,ENST00000690620,ENST00000693049"
1,2,"ENST00000530587,ENST00000693049"
5,2,"ENST00000530591,ENST00000534083"
10,1,"ENST00000530596"
284,1,"ENST00000530601"
17,1,"ENST00000530605"
2,1,"ENST00000530608"
10,1,"ENST00000530609"
23,3,"ENST00000530609,ENST00000532378,ENST00000534686"
9,2,"ENST00000530609,ENST00000534686"
10,1,"ENST00000530613"
3,1,"ENST00000530614"
413,1,"ENST00000530617"
12,1,"ENST00000530620"
2,2,"ENST00000530620,ENST00000540113"
33,1,"ENST00000530625"
60,1,"ENST00000530636"
34,1,"ENST00000530638"
4,2,"ENST00000530638,ENST00000532244"
1,2,"ENST00000530638,ENST00000532343"
14,1,"ENST00000530639"
1,1,"ENST00000530641"
1,1,"ENST00000530643"
13,1,"ENST00000530648"
5,1,"ENST00000530649"
84,1,"ENST00000530651"
10,1,"ENST00000530655"
4,1,"ENST00000530656"
270,1,"ENST00000530660"
72,2,"ENST00000530660,ENST00000690938"
17,1,"ENST00000530668"
141,1,"ENST00000530673"
108,1,"ENST00000530675"
1,1,"ENST00000530677"
28,1,"ENST00000530678"
16,1,"ENST00000530692"
3,2,"ENST00000530692,ENST00000532317"
5,3,"ENST00000530692,ENST00000532317,ENST00000630913"
1,2,"ENST00000530692,ENST00000532603"
42,1,"ENST00000530702"
73,1,"ENST00000530712"
27,2,"ENST00000530712,ENST00000680141"
1574,1,"ENST00000530721"
84,1,"ENST00000530726"
79,1,"ENST00000530731"
14,1,"ENST00000530734"
1,1,"ENST00000530741"
18,1,"ENST00000530744"
1,1,"ENST00000530745"
1,2,"ENST00000530745,ENST00000627248"
4,1,"ENST00000530746"
9,1,"ENST00000530748"
2,2,"ENST00000530748,ENST00000532844"
1,1,"ENST00000530749"
5,1,"ENST00000530750"
39,1,"ENST00000530751"
1,1,"ENST00000530752"
25,1,"ENST00000530756"
44,1,"ENST00000530762"
2,1,"ENST00000530763"
21,1,"ENST00000530765"
43,1,"ENST00000530773"
1,2,"ENST00000530773,ENST00000534557"
64,1,"ENST00000530780"
7,2,"ENST00000530780,ENST00000680252"
1,3,"ENST00000530780,ENST00000680252,ENST00000681158"
10,1,"ENST00000530783"
2,3,"ENST00000530783,ENST00000531274,ENST00000531477"
1,2,"ENST00000530783,ENST00000531477"
1,2,"ENST00000530783,ENST00000534341"
14,1,"ENST00000530788"
12,2,"ENST00000530788,ENST00000534458"
7620,1,"ENST00000530797"
4,1,"ENST00000530798"
15,1,"ENST00000530799"
7,1,"ENST00000530801"
72,1,"ENST00000530803"
12,2,"ENST00000530803,ENST00000532962"
53,1,"ENST00000530809"
40,3,"ENST00000530809,ENST00000614944,ENST00000621676"
52,1,"ENST00000530811"
67,1,"ENST00000530813"
1,2,"ENST00000530813,ENST00000683307"
871,1,"ENST00000530820"
55,2,"ENST00000530820,ENST00000532820"
1,2,"ENST00000530820,ENST00000534825"
2,1,"ENST00000530823"
45,1,"ENST00000530849"
3,2,"ENST00000530849,ENST00000531287"
1,1,"ENST00000530861"
6,1,"ENST00000530866"
38,1,"ENST00000530872"
14,1,"ENST00000530875"
6,3,"ENST00000530875,ENST00000531709,ENST00000532297"
1,1,"ENST00000530885"
150,1,"ENST00000530887"
11,1,"ENST00000530889"
11,1,"ENST00000530901"
1,2,"ENST00000530901,ENST00000531477"
57,1,"ENST00000530906"
1,2,"ENST00000530906,ENST00000690938"
113,1,"ENST00000530907"
64,1,"ENST00000530909"
5,1,"ENST00000530910"
2,13,"ENST00000530910,ENST00000679497,ENST00000679685,ENST00000680329,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681225,ENST00000681351,ENST00000681384,ENST00000681575,ENST00000681699,ENST00000681765"
1,11,"ENST00000530910,ENST00000679497,ENST00000679685,ENST00000680329,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681351,ENST00000681384,ENST00000681575,ENST00000681765"
1,13,"ENST00000530910,ENST00000679497,ENST00000679685,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681225,ENST00000681351,ENST00000681384,ENST00000681417,ENST00000681575,ENST00000681699,ENST00000681765"
4,12,"ENST00000530910,ENST00000679497,ENST00000679685,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681225,ENST00000681351,ENST00000681384,ENST00000681575,ENST00000681699,ENST00000681765"
1,2,"ENST00000530910,ENST00000679986"
254,1,"ENST00000530912"
10,2,"ENST00000530912,ENST00000619920"
701,1,"ENST00000530913"
15,2,"ENST00000530913,ENST00000532359"
7,3,"ENST00000530913,ENST00000532359,ENST00000534599"
3,2,"ENST00000530913,ENST00000534599"
7,1,"ENST00000530915"
9,1,"ENST00000530920"
30,1,"ENST00000530923"
1,2,"ENST00000530923,ENST00000534010"
5,1,"ENST00000530925"
3,1,"ENST00000530936"
12,1,"ENST00000530939"
26,1,"ENST00000530958"
1,5,"ENST00000530958,ENST00000532931,ENST00000638443,ENST00000639240,ENST00000640388"
35,2,"ENST00000530958,ENST00000683468"
3,2,"ENST00000530958,ENST00000684029"
105,1,"ENST00000530961"
39,2,"ENST00000530961,ENST00000533244"
3,1,"ENST00000530964"
5,1,"ENST00000530969"
38,1,"ENST00000530979"
349,1,"ENST00000530981"
3,1,"ENST00000530995"
2,1,"ENST00000531003"
19,1,"ENST00000531007"
14,2,"ENST00000531007,ENST00000673781"
6,2,"ENST00000531007,ENST00000674015"
37,2,"ENST00000531007,ENST00000674060"
10,1,"ENST00000531014"
3,2,"ENST00000531014,ENST00000532844"
19,1,"ENST00000531018"
2,3,"ENST00000531021,ENST00000534141,ENST00000534301"
3,2,"ENST00000531021,ENST00000534301"
16,1,"ENST00000531026"
31,1,"ENST00000531036"
30,1,"ENST00000531037"
109,1,"ENST00000531051"
1,2,"ENST00000531051,ENST00000619920"
10,1,"ENST00000531053"
30,1,"ENST00000531058"
3,1,"ENST00000531066"
2,2,"ENST00000531066,ENST00000636090"
4,1,"ENST00000531067"
20,1,"ENST00000531068"
48,1,"ENST00000531072"
9,2,"ENST00000531072,ENST00000652489"
62,1,"ENST00000531074"
71,2,"ENST00000531074,ENST00000534355"
4,1,"ENST00000531080"
54,1,"ENST00000531101"
4,1,"ENST00000531103"
69,1,"ENST00000531110"
24,1,"ENST00000531112"
58,1,"ENST00000531115"
623,1,"ENST00000531120"
2,2,"ENST00000531120,ENST00000531921"
1,3,"ENST00000531128,ENST00000680524,ENST00000680566"
23,1,"ENST00000531131"
12,2,"ENST00000531131,ENST00000531709"
1,2,"ENST00000531131,ENST00000533671"
121,1,"ENST00000531138"
180,1,"ENST00000531147"
9,1,"ENST00000531148"
2,2,"ENST00000531148,ENST00000533712"
2,2,"ENST00000531148,ENST00000683345"
72,1,"ENST00000531149"
37,1,"ENST00000531154"
1,3,"ENST00000531154,ENST00000614444,ENST00000616540"
2,2,"ENST00000531154,ENST00000616540"
875,1,"ENST00000531159"
7,1,"ENST00000531164"
126,1,"ENST00000531165"
7,2,"ENST00000531165,ENST00000687097"
4,1,"ENST00000531166"
1,1,"ENST00000531168"
1,1,"ENST00000531169"
2,1,"ENST00000531172"
172,1,"ENST00000531178"
388,1,"ENST00000531180"
6,1,"ENST00000531185"
8,2,"ENST00000531185,ENST00000638034"
1911,1,"ENST00000531188"
8,1,"ENST00000531205"
7,1,"ENST00000531214"
8,2,"ENST00000531214,ENST00000628067"
1,1,"ENST00000531217"
1,2,"ENST00000531217,ENST00000532243"
5,1,"ENST00000531220"
2,1,"ENST00000531226"
52,1,"ENST00000531228"
4,1,"ENST00000531238"
2,2,"ENST00000531238,ENST00000612991"
221,1,"ENST00000531239"
11,1,"ENST00000531244"
12,1,"ENST00000531259"
1,2,"ENST00000531259,ENST00000532672"
6,2,"ENST00000531259,ENST00000533742"
553,1,"ENST00000531273"
6,1,"ENST00000531274"
34,1,"ENST00000531286"
9,1,"ENST00000531287"
6,2,"ENST00000531287,ENST00000531452"
13,1,"ENST00000531291"
8,1,"ENST00000531296"
73,1,"ENST00000531298"
11,1,"ENST00000531303"
1,2,"ENST00000531303,ENST00000533123"
13,1,"ENST00000531306"
3,3,"ENST00000531306,ENST00000679368,ENST00000681638"
1,1,"ENST00000531308"
4,1,"ENST00000531314"
2,1,"ENST00000531316"
2,1,"ENST00000531318"
13,1,"ENST00000531321"
42,1,"ENST00000531323"
4,1,"ENST00000531324"
111,1,"ENST00000531329"
1444,8,"ENST00000531329,ENST00000531572,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132,ENST00000678993"
403,7,"ENST00000531329,ENST00000531572,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000678132,ENST00000678993"
99,5,"ENST00000531329,ENST00000531572,ENST00000533626,ENST00000651655,ENST00000677121"
1,5,"ENST00000531329,ENST00000531572,ENST00000651655,ENST00000677121,ENST00000678993"
1,4,"ENST00000531329,ENST00000531572,ENST00000651655,ENST00000678993"
1,3,"ENST00000531329,ENST00000531572,ENST00000678993"
1,7,"ENST00000531329,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132,ENST00000678993"
308,6,"ENST00000531329,ENST00000533626,ENST00000651655,ENST00000677121,ENST00000678132,ENST00000678993"
2,3,"ENST00000531329,ENST00000651655,ENST00000678993"
585,2,"ENST00000531329,ENST00000678993"
12,1,"ENST00000531331"
45,1,"ENST00000531341"
1,1,"ENST00000531342"
2,1,"ENST00000531348"
1,1,"ENST00000531352"
1,2,"ENST00000531352,ENST00000681004"
16,1,"ENST00000531353"
21,1,"ENST00000531354"
28,6,"ENST00000531354,ENST00000531863,ENST00000532019,ENST00000532677,ENST00000533725,ENST00000541961"
48,5,"ENST00000531354,ENST00000531863,ENST00000532019,ENST00000532677,ENST00000541961"
17,1,"ENST00000531364"
32,1,"ENST00000531366"
6,1,"ENST00000531373"
3,1,"ENST00000531378"
11,2,"ENST00000531378,ENST00000532163"
25,1,"ENST00000531380"
1,2,"ENST00000531380,ENST00000532234"
200,1,"ENST00000531383"
1,2,"ENST00000531383,ENST00000534026"
33,3,"ENST00000531383,ENST00000534026,ENST00000692716"
1,2,"ENST00000531383,ENST00000534715"
12,1,"ENST00000531384"
38,1,"ENST00000531387"
269,1,"ENST00000531398"
2,1,"ENST00000531399"
1,2,"ENST00000531399,ENST00000602346"
58,1,"ENST00000531404"
47,1,"ENST00000531405"
229,1,"ENST00000531407"
25,1,"ENST00000531408"
5,2,"ENST00000531408,ENST00000675163"
510,1,"ENST00000531413"
589,2,"ENST00000531413,ENST00000532134"
3,2,"ENST00000531413,ENST00000534769"
16,1,"ENST00000531415"
3,2,"ENST00000531415,ENST00000540737"
401,1,"ENST00000531416"
4,1,"ENST00000531419"
1,1,"ENST00000531421"
149,1,"ENST00000531427"
6,2,"ENST00000531427,ENST00000532064"
6,3,"ENST00000531427,ENST00000532064,ENST00000532782"
5,1,"ENST00000531431"
8,1,"ENST00000531437"
1,2,"ENST00000531437,ENST00000627843"
2,1,"ENST00000531449"
3,2,"ENST00000531449,ENST00000531849"
47,1,"ENST00000531452"
2,1,"ENST00000531461"
13,1,"ENST00000531462"
2,2,"ENST00000531462,ENST00000533379"
14,1,"ENST00000531474"
40,1,"ENST00000531477"
7,1,"ENST00000531481"
4,1,"ENST00000531482"
20,1,"ENST00000531487"
63,1,"ENST00000531491"
19,1,"ENST00000531493"
11,2,"ENST00000531493,ENST00000532401"
6,1,"ENST00000531498"
3,2,"ENST00000531498,ENST00000646038"
3,1,"ENST00000531504"
99,1,"ENST00000531506"
83,1,"ENST00000531509"
3,2,"ENST00000531514,ENST00000628067"
18,1,"ENST00000531520"
9,1,"ENST00000531524"
54,1,"ENST00000531525"
1,1,"ENST00000531534"
1,2,"ENST00000531534,ENST00000625752"
1,1,"ENST00000531540"
3,2,"ENST00000531540,ENST00000532055"
3,2,"ENST00000531540,ENST00000533410"
62,1,"ENST00000531543"
11,1,"ENST00000531548"
1,1,"ENST00000531554"
132,1,"ENST00000531557"
12,1,"ENST00000531558"
45,1,"ENST00000531571"
455,1,"ENST00000531572"
75,6,"ENST00000531572,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132"
271,7,"ENST00000531572,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132,ENST00000678993"
6,6,"ENST00000531572,ENST00000533626,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678993"
70,4,"ENST00000531572,ENST00000533626,ENST00000651655,ENST00000677121"
706,2,"ENST00000531572,ENST00000640290"
23,4,"ENST00000531572,ENST00000640290,ENST00000651655,ENST00000677121"
1,5,"ENST00000531572,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132"
1,6,"ENST00000531572,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678132,ENST00000678993"
83,5,"ENST00000531572,ENST00000640290,ENST00000651655,ENST00000677121,ENST00000678993"
109,2,"ENST00000531572,ENST00000651655"
84,3,"ENST00000531572,ENST00000651655,ENST00000677121"
12,1,"ENST00000531581"
89,1,"ENST00000531596"
1,2,"ENST00000531596,ENST00000644142"
13,1,"ENST00000531597"
31,1,"ENST00000531601"
1,1,"ENST00000531605"
5,1,"ENST00000531607"
193,1,"ENST00000531611"
5,2,"ENST00000531611,ENST00000608978"
16,1,"ENST00000531615"
4,1,"ENST00000531618"
13,1,"ENST00000531619"
2,2,"ENST00000531619,ENST00000534628"
29,1,"ENST00000531632"
62,1,"ENST00000531636"
1,2,"ENST00000531636,ENST00000534546"
3,1,"ENST00000531645"
2,2,"ENST00000531645,ENST00000531972"
248,1,"ENST00000531647"
9,1,"ENST00000531650"
6,2,"ENST00000531650,ENST00000617482"
2,1,"ENST00000531660"
5,1,"ENST00000531667"
10,1,"ENST00000531673"
11,1,"ENST00000531688"
2,2,"ENST00000531688,ENST00000679765"
5,3,"ENST00000531688,ENST00000679765,ENST00000681577"
23,1,"ENST00000531700"
3,2,"ENST00000531700,ENST00000531877"
24,1,"ENST00000531705"
310,1,"ENST00000531709"
1,2,"ENST00000531709,ENST00000532297"
3,1,"ENST00000531713"
11,1,"ENST00000531718"
1,1,"ENST00000531738"
204,1,"ENST00000531743"
1,1,"ENST00000531744"
12,2,"ENST00000531744,ENST00000532699"
58,1,"ENST00000531751"
9,1,"ENST00000531754"
73,1,"ENST00000531755"
7,1,"ENST00000531761"
2,1,"ENST00000531783"
1,1,"ENST00000531787"
1,1,"ENST00000531792"
9,1,"ENST00000531793"
64,1,"ENST00000531801"
50,1,"ENST00000531807"
122,1,"ENST00000531813"
1,2,"ENST00000531813,ENST00000672008"
2,2,"ENST00000531813,ENST00000672367"
264,1,"ENST00000531818"
2,1,"ENST00000531830"
18,1,"ENST00000531837"
1,1,"ENST00000531847"
9,1,"ENST00000531848"
67,1,"ENST00000531849"
5,1,"ENST00000531852"
9,1,"ENST00000531859"
215,1,"ENST00000531863"
91,3,"ENST00000531863,ENST00000532677,ENST00000541961"
12,1,"ENST00000531865"
35,1,"ENST00000531873"
9,1,"ENST00000531877"
20,1,"ENST00000531880"
13,1,"ENST00000531890"
7,1,"ENST00000531895"
3,1,"ENST00000531904"
2,2,"ENST00000531904,ENST00000534358"
40,1,"ENST00000531909"
1,3,"ENST00000531909,ENST00000533273,ENST00000682305"
12,2,"ENST00000531909,ENST00000682305"
113,1,"ENST00000531921"
1,3,"ENST00000531921,ENST00000532444,ENST00000533439"
19,1,"ENST00000531930"
8,1,"ENST00000531933"
13,1,"ENST00000531939"
1,2,"ENST00000531939,ENST00000534156"
1,1,"ENST00000531943"
197,1,"ENST00000531944"
1,1,"ENST00000531949"
15,1,"ENST00000531956"
2,1,"ENST00000531959"
5,1,"ENST00000531968"
2,7,"ENST00000531968,ENST00000532519,ENST00000543287,ENST00000612687,ENST00000614711,ENST00000617285,ENST00000652093"
14,2,"ENST00000531968,ENST00000652093"
10,1,"ENST00000531969"
12,1,"ENST00000531972"
5,1,"ENST00000531974"
3613,1,"ENST00000531978"
56,1,"ENST00000531989"
21,1,"ENST00000531996"
3,1,"ENST00000531998"
20,1,"ENST00000532000"
5,1,"ENST00000532010"
3,2,"ENST00000532010,ENST00000693049"
22,1,"ENST00000532017"
15,1,"ENST00000532019"
1,1,"ENST00000532024"
4,2,"ENST00000532024,ENST00000648755"
78,1,"ENST00000532027"
15,1,"ENST00000532028"
7,1,"ENST00000532035"
18,1,"ENST00000532041"
106,1,"ENST00000532048"
1,1,"ENST00000532050"
1,4,"ENST00000532050,ENST00000679648,ENST00000679986,ENST00000680580"
1,2,"ENST00000532050,ENST00000681699"
29,1,"ENST00000532055"
25,1,"ENST00000532062"
151,1,"ENST00000532063"
11,1,"ENST00000532064"
2,1,"ENST00000532067"
174,1,"ENST00000532069"
3018,1,"ENST00000532073"
1,1,"ENST00000532079"
17,1,"ENST00000532081"
174,1,"ENST00000532082"
721,1,"ENST00000532090"
130,1,"ENST00000532097"
18,1,"ENST00000532102"
1,4,"ENST00000532114,ENST00000680301,ENST00000680935,ENST00000681406"
14,1,"ENST00000532118"
58,1,"ENST00000532119"
56,1,"ENST00000532125"
1,10,"ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686888,ENST00000688588,ENST00000689283,ENST00000690512,ENST00000692336"
2,9,"ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686888,ENST00000688588,ENST00000689283,ENST00000692336"
2,8,"ENST00000532125,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686888,ENST00000688588,ENST00000689283,ENST00000692336"
9,7,"ENST00000532125,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686888,ENST00000688588,ENST00000692336"
20,1,"ENST00000532129"
119,1,"ENST00000532130"
24,1,"ENST00000532132"
11,1,"ENST00000532134"
11,1,"ENST00000532156"
25,1,"ENST00000532161"
103,1,"ENST00000532163"
303,1,"ENST00000532170"
80,1,"ENST00000532173"
44,1,"ENST00000532180"
263,1,"ENST00000532182"
1,3,"ENST00000532182,ENST00000533540,ENST00000534624"
72,2,"ENST00000532182,ENST00000534624"
49,1,"ENST00000532200"
98,1,"ENST00000532203"
1,1,"ENST00000532204"
104,1,"ENST00000532208"
2,1,"ENST00000532221"
6,1,"ENST00000532225"
77,1,"ENST00000532229"
6,2,"ENST00000532229,ENST00000533037"
20,1,"ENST00000532236"
2,2,"ENST00000532243,ENST00000677721"
38,1,"ENST00000532244"
12,2,"ENST00000532244,ENST00000647561"
12,1,"ENST00000532250"
10,1,"ENST00000532251"
14,1,"ENST00000532256"
3,1,"ENST00000532258"
1013,1,"ENST00000532259"
7,1,"ENST00000532265"
1,3,"ENST00000532265,ENST00000532546,ENST00000533241"
84,1,"ENST00000532276"
1,1,"ENST00000532277"
12,1,"ENST00000532278"
1,3,"ENST00000532278,ENST00000533245,ENST00000533524"
2,2,"ENST00000532278,ENST00000533524"
26,1,"ENST00000532281"
1,2,"ENST00000532281,ENST00000580238"
3,1,"ENST00000532285"
4,2,"ENST00000532285,ENST00000533820"
16,1,"ENST00000532287"
65,1,"ENST00000532297"
2,2,"ENST00000532297,ENST00000533671"
38,1,"ENST00000532301"
281,1,"ENST00000532303"
4,1,"ENST00000532306"
8,1,"ENST00000532314"
159,1,"ENST00000532317"
1,2,"ENST00000532317,ENST00000630913"
12,1,"ENST00000532325"
96,1,"ENST00000532326"
14,2,"ENST00000532326,ENST00000532788"
1,4,"ENST00000532326,ENST00000532788,ENST00000647801,ENST00000649187"
1,2,"ENST00000532326,ENST00000649187"
32,1,"ENST00000532343"
40,1,"ENST00000532356"
704,1,"ENST00000532359"
10,1,"ENST00000532365"
29,1,"ENST00000532378"
11,1,"ENST00000532389"
36,1,"ENST00000532391"
7,1,"ENST00000532398"
16,1,"ENST00000532401"
383,1,"ENST00000532402"
15,2,"ENST00000532402,ENST00000534613"
2,2,"ENST00000532402,ENST00000648273"
8,1,"ENST00000532407"
6,1,"ENST00000532417"
1,1,"ENST00000532420"
14,2,"ENST00000532421,ENST00000534233"
74,1,"ENST00000532425"
85,2,"ENST00000532425,ENST00000616540"
4,2,"ENST00000532425,ENST00000622211"
157,1,"ENST00000532428"
89,1,"ENST00000532437"
39,1,"ENST00000532438"
7,1,"ENST00000532439"
9,1,"ENST00000532440"
3,1,"ENST00000532442"
9,2,"ENST00000532442,ENST00000651255"
247,1,"ENST00000532444"
4,1,"ENST00000532445"
11,3,"ENST00000532445,ENST00000688672,ENST00000689205"
20,1,"ENST00000532447"
107,1,"ENST00000532449"
8,2,"ENST00000532449,ENST00000534070"
6,3,"ENST00000532449,ENST00000534070,ENST00000534685"
3,1,"ENST00000532450"
1,2,"ENST00000532450,ENST00000533340"
16,1,"ENST00000532452"
26,1,"ENST00000532455"
8,1,"ENST00000532457"
63,1,"ENST00000532463"
24,2,"ENST00000532463,ENST00000674060"
1,1,"ENST00000532470"
8,1,"ENST00000532475"
61,1,"ENST00000532478"
10,1,"ENST00000532481"
13,1,"ENST00000532484"
142,1,"ENST00000532485"
1,5,"ENST00000532485,ENST00000673933,ENST00000680583,ENST00000681375,ENST00000681732"
